Title;Year;Country;Genre;IMDB;Score;directors;primaryName
Repentance;1984;Georgia;Politics;tt0093754;8.25;nm0002156;Tengiz Abuladze
Voyage to Cythera;1984;Greece;Drama;tt0088241;7;nm0000766;Theodoros Angelopoulos
Starman;1984;USA;SciFi;tt0088172;8;nm0000118;John Carpenter
A Summer at Grandpa's;1984;Taiwan;Drama;tt0087164;7.75;nm0396284;Hsiao-Hsien Hou
¿Qué he Hecho Yo para Merecer Esto!;1984;Spain;Comedy;tt0088461;7.5;nm0000264;Pedro Almodóvar
The Hit;1984;UK;Crime;tt0087414;7.5;nm0001241;Stephen Frears
Dangerous Charm;1984;Bulgaria;Comedy;tt0283524;7.25;nm0027974;Ivan Andonov
Sexmission;1984;Poland;SciFi;tt0088083;7.5;nm0532702;Juliusz Machulski
This is Spinal Tap;1984;USA;Comedy;tt0088258;7.5;nm0001661;Rob Reiner
Gahre Baire;1984;India;Drama;tt0087328;8.5;nm0006249;Satyajit Ray
Un Dimanche à la Campagne;1984;France;Drama;tt0088318;8;nm0851724;Bertrand Tavernier
Birdy;1984;USA;Drama;tt0086969;7.25;nm0000570;Alan Parker
Los Santos Inocentes;1984;Spain;Drama;tt0088040;8;nm0133426;Mario Camus
After the Rehearsal;1984;Sweden;Drama;tt0087193;8.25;nm0000005;Ingmar Bergman
Where the Green Ants Dream;1984;Australia;Drama;tt0088412;8;nm0001348;Werner Herzog
Iceman;1984;USA;SciFi;tt0087452;7.5;nm0770961;Fred Schepisi
Tsar;2009;Russia;Historical;tt1424431;7.25;nm0526732;Pavel Lungin
L'Homme du Train;2002;France;Drama;tt0301414;8;nm0496312;Patrice Leconte
A Delicate Balance;1973;USA;Drama;tt0069958;7.5;nm0724798;Tony Richardson
California Split;1974;USA;Drama;tt0071269;7.5;nm0000265;Robert Altman
Elvira Madigan;1967;Denmark;Drama;tt0061620;7.0;nm0927090;Bo Widerberg
The Gambler;1974;USA;Crime;tt0071532;7.75;nm0718554;Karel Reisz
Farewell, My Lovely;1975;USA;Crime;tt0072973;7.0;nm0724059;Dick Richards
J'ai épousé une Ombre;1983;France;Thriller;tt0084158;7.75;nm0205370;Robin Davis
Wildwechsel, Jail Bait;1972;Germany;Crime;tt0069502;7.25;nm0001202;Rainer Werner Fassbinder
Heartland;1979;USA;Western;tt0082508;7.5;nm0669004;Richard Pearce
Il commissario;1962;Italy;Comedy;tt0055861;7.75;nm0173728;Luigi Comencini
Frankenstein;2011;UK;Drama;tt1795369;8.0;nm0000965;Danny Boyle
Marie Antoinette;2006;USA;Historical;tt0422720;7.5;nm0001068;Sofia Coppola
A Passage to India;1984;UK;Drama;tt0087892;7.0;nm0000180;David Lean
The Edge of Heaven;2007;Germany;Drama;tt0880502;8.75;nm0015359;Fatih Akin
Vagabond;1985;France;Drama;tt0089960;8;nm0889513;Agnès Varda
Esperando la Carroza;1985;Argentina;Comedy;tt0089108;7;nm0233608;Alejandro Doria
The Empty Table;1985;Japan;Drama;tt0122709;7.75;nm0462030;Masaki Kobayashi
La Messa è Finita;1985;Italy;Drama;tt0089584;7.25;nm0604335;Nanni Moretti
Dance with a Stranger;1985;UK;Drama;tt0088987;7.5;nm0001565;Mike Newell
No End;1985;Poland;Drama;tt0086961;7.75;nm0001425;Krzysztof Kieslowski
The Falcon and the Snowman;1985;USA;Politics;tt0087231;7.75;nm0772259;John Schlesinger
The Trip to Bountiful;1985;USA;Drama;tt0090203;8.5;nm0557751;Peter Masterson
Taipei Story;1985;Taiwan;Drama;tt0089866;7.5;nm0945981;Edward Yang
Year of the Dragon;1985;USA;Crime;tt0090350;7.25;nm0001047;Michael Cimino
The Innocent;1986;Egypt;Politics;tt3084114;7.75;nm0246986;Atef El-Tayeb
Fright Night;1985;USA;Horror;tt0089175;7.5;nm0276169;Tom Holland
Repo Man;1984;USA;Comedy;tt0087995;7.5;nm0007182;Alex Cox
The Return of Godzilla;1984;Japan;Horror;tt9015178;7;nm0368057;Koji Hashimoto
The Return of the Living Dead;1985;USA;Comedy;tt0089907;7.75;nm0639321;Dan O'Bannon
Variola Vera;1982;Yoguslavia;Thriller;tt0083275;7.5;nm0548648;Goran Markovic
Extremities;1986;USA;Thriller;tt0091024;7.5;nm0950001;Robert M. Young
The Pied Piper of Hamelin;1986;Czechoslovakia;Horror;tt0174834;8;nm0126598;Jirí Barta
Dead Man's Letters;1986;Russia;SciFi;tt0091759;7.75;nm0520283;Konstantin Lopushanskiy
Veneno para las Hadas;1986;Mexico;Horror;tt0135033;7.25;nm0846010;Carlos Enrique Taboada
Trial on the Road;1986;Russia;War;tt0067625;8;nm0314516;Aleksey German
Mirch Masala;1986;India;Thriller;tt0089599;8.5;nm0576559;Ketan Mehta
The Terrorizers;1986;Taiwan;Drama;tt0091355;7.75;nm0945981;Edward Yang
The Big Easy;1986;USA;Comedy;tt0092654;7.5;nm0564319;Jim McBride
Dust in the Wind;1986;Taiwan;Drama;tt0091406;7.5;nm0396284;Hsiao-Hsien Hou
Children of a Lesser God;1986;USA;Drama;tt0090830;7.75;nm0354279;Randa Haines
A Better Tomorrow;1986;Hong Kong;Crime;tt0092263;7.5;nm0000247;John Woo
The Assault;1986;Netherlands;War;tt0090576;8.25;nm0705444;Fons Rademakers
She's Gotta Have It;1986;USA;Drama;tt0091939;7.25;nm0000490;Spike Lee
The Sea and the Poison;1986;Japan;War;tt0092128;8.75;nm0474743;Kei Kumai
Down by Law;1986;USA;Comedy;tt0090967;7.25;nm0000464;Jim Jarmusch
In a Glass Cage;1986;Spain;Horror;tt0090197;7.5;nm0898063;Agustí Villaronga
Hombre Mirando al Sudeste;1986;Argentina;Drama;tt0091214;8;nm0836949;Eliseo Subiela
Mona Lisa;1986;UK;Crime;tt0091538;8;nm0001403;Neil Jordan
Tree without Leaves;1986;Japan;Drama;tt0091823;7.5;nm0793881;Kaneto Shindô
Matador;1986;Spain;Thriller;tt0091495;7;nm0000264;Pedro Almodóvar
A Time to Live and a Time to Die;1985;Taiwan;Drama;tt0090185;7.5;nm0396284;Hsiao-Hsien Hou
El Libro de Piedra;1969;Mexico;Horror;tt0242601;7.5;nm0846010;Carlos Enrique Taboada
What Have They Done to your Daughters;1974;Italy;Crime;tt0072007;7;nm0198014;Massimo Dallamano
Apart from Life;1970;Japan;Drama;tt0222974;7.25;nm0474743;Kei Kumai
¿Quién Puede Matar a un Niño?;1976;Spain;Horror;tt0075462;7.75;nm0406654;Narciso Ibáñez Serrador
Cosa avete fatto a Solange?;1972;Italy;Thriller;tt0068416;7.25;nm0198014;Massimo Dallamano
The Long Darkness;1972;Japan;Drama;tt0069260;8;nm0474743;Kei Kumai
The Japanese Archipelago;1969;Japan;Crime;tt0059508;8;nm0474743;Kei Kumai
Yeelen, Light;1987;Mali;Fantasy;tt0094349;7.25;nm0162878;Souleymane Cissé
Tomorrow was the War;1987;Russia;Politics;tt0094369;8.75;nm0438671;Yuriy Kara
The Belly of an Architect;1987;UK;Drama;tt0092637;7;nm0000425;Peter Greenaway
Sous le Soleil de Satan;1987;France;Drama;tt0094011;7.25;nm0681207;Maurice Pialat
Pushpaka Vimana;1987;India;Comedy;tt0251355;7.5;nm0801870;Singeetam Srinivasa Rao
A Chinese Ghost Story;1987;Hong Kong;Fantasy;tt0093978;7;nm0155642;Siu-Tung Ching
Nayakan;1987;India;Crime;tt0093603;8.25;nm0711745;Mani Ratnam
Hibiscus Town;1987;China;Drama;tt0087301;8.5;nm0944527;Jin Xie
Maurice;1987;UK;Drama;tt0093512;7.25;nm0412465;James Ivory
Gardens of Stone;1987;USA;War;tt0093073;7;nm0000338;Francis Ford Coppola
Broadcast News;1987;USA;Comedy;tt0092699;8;nm0000985;James L. Brooks
L'Ami de mon Amie;1987;France;Comedy;tt0092550;7;nm0006445;Éric Rohmer
Blind Chance;1987;Poland;Politics;tt0084549;7.75;nm0001425;Krzysztof Kieslowski
La Ley del Deseo;1987;Spain;Drama;tt0093412;7.25;nm0000264;Pedro Almodóvar
The Castle of Cagliostro;1979;Japan;Action;tt0079833;7.25;nm0594503;Hayao Miyazaki
Le Souffle au Coeur;1971;France;Comedy;tt0067778;8.25;nm0001501;Louis Malle
Teahouse;1982;China;Drama;tt1395030;7.5;nm1303218;Tian Xie
Terms of Endearment;1983;USA;Comedy;tt0086425;8.25;nm0000985;James L. Brooks
Mountain Patrol;2004;China;Historical;tt0386651;8.75;nm1283651;Chuan Lu
Requiem;2006;Germany;Drama;tt0454931;7.5;nm0772691;Hans-Christian Schmid
Raven's End;1963;Sweden;Drama;tt0057237;7.5;nm0927090;Bo Widerberg
Otesánek, Little Otik;1963;Czech Republic;Horror;tt0228687;7.5;nm0840905;Jan Svankmajer
Atanarjuat, The Fast Runner;2001;Canada;Drama;tt0285441;7.75;nm0994348;Zacharias Kunuk
The Sea is Watching;2002;Japan;Drama;tt0316829;7;nm0474743;Kei Kumai
Fido;2006;USA;Comedy;tt0457572;7.5;nm0192933;Andrew Currie
The Message;1976;Lebanon;Historical;tt0074896;7.5;nm0002160;Moustapha Akkad
Almost Famous;2000;USA;Drama;tt0181875;8.25;nm0001081;Cameron Crowe
Pin;1988;USA;Horror;tt0095871;7;nm0827839;Sandor Stern
Une Affaire de Femmes;1988;France;Drama;tt0096336;8.25;nm0001031;Claude Chabrol
Bird;1988;USA;Drama;tt0094747;7;nm0000142;Clint Eastwood
Landscape on the Mist;1988;Greece;Drama;tt0096288;7.75;nm0000766;Theodoros Angelopoulos
Betrayed;1988;USA;Thriller;tt0094731;7;nm0002020;Costa-Gavras
Patty Hearst;1988;USA;Historical;tt0095836;7.25;nm0001707;Paul Schrader
Things Change;1988;USA;Comedy;tt0096259;7.5;nm0000519;David Mamet
The Beast;1988;USA;War;tt0094716;7.75;nm0721817;Kevin Reynolds
Torch Song Trilogy;1988;USA;Drama;tt0096289;9;nm0091575;Paul Bogart
Beautiful City;2004;Iran;Drama;tt0424434;7.5;nm1410815;Asghar Farhadi
The Pumpkin Eater;1964;UK;Drama;tt0058500;7;nm0002338;Jack Clayton
Dead Calm;1989;Australia;Thriller;tt0097162;7.25;nm0637518;Phillip Noyce
O Sangue;1989;Portugal;Drama;tt0098252;7;nm0182276;Pedro Costa
Splendor;1989;Italy;Drama;tt0096160;7.25;nm0778633;Ettore Scola
Rojo Amanecer;1989;Mexico;Historical;tt0098214;8.25;nm0284639;Jorge Fons
Rikyû;1989;Japan;Historical;tt0098204;7.75;nm0856267;Hiroshi Teshigahara
Drugstore Cowboy;1989;USA;Drama;tt0097240;7.75;nm0001814;Gus Van Sant
A Dry White Season;1989;South Africa;Politics;tt0097243;7.5;nm0657484;Euzhan Palcy
Fat Man and Little Boy;1989;USA;Historical;tt0097336;7;nm0423646;Roland Joffé
The Interrogation;1989;Poland;Historical;tt0084548;8.75;nm0003794;Ryszard Bugajski
Death of a Tea Master;1989;Japan;Drama;tt0098287;7.75;nm0474743;Kei Kumai
Distant Voices, Still Lives;1988;UK;Drama;tt0095037;7.5;nm0203993;Terence Davies
The Fabulous Baker Boys;1989;USA;Drama;tt0097322;7.5;nm0460141;Steve Kloves
'night, Mother;1986;USA;Drama;tt0090556;8.75;nm0601963;Tom Moore
State Buoni se Potete;1983;Italy;Comedy;tt0086358;8;nm0536238;Luigi Magni
Atlantic City;1980;USA;Crime;tt0080388;7.5;nm0001501;Louis Malle
Victor/Victoria;1982;UK;Comedy;tt0084865;7.75;nm0001175;Blake Edwards
Tri;1965;Yoguslavia;War;tt0059829;7.75;nm0678249;Aleksandar Petrovic
The Man from Earth;2007;USA;Fantasy;tt0756683;8;nm0770942;Richard Schenkman
Lone Wolf and Cub, at River Styx;1972;Japan;Fantasy;tt0068816;7.5;nm0593014;Kenji Misumi
Family Life;1971;UK;Drama;tt0068569;8;nm0516360;Ken Loach
Crime and Punishment;1970;Russia;Drama;tt0064839;8.25;nm0474528;Lev Kulidzhanov
Love and Anarchy;1973;Italy;Drama;tt0070061;8;nm0921631;Lina Wertmüller
The Judge and the Assassin;1976;France;Drama;tt0073219;8.5;nm0851724;Bertrand Tavernier
The Man Who Stole the Sun;1979;Japan;Comedy;tt0194426;8.25;nm0367926;Kazuhiko Hasegawa
Man on the Roof;1976;Sweden;Crime;tt0074857;7.5;nm0927090;Bo Widerberg
Fantozzi;1975;Italy;Comedy;tt0071486;7.5;nm0757790;Luciano Salce
Samurai Banners;1969;Japan;Drama;tt0064353;7;nm0408348;Hiroshi Inagaki
Alanis;2017;Argentina;Drama;tt7297954;7.25;nm1318393;Anahí Berneri
Madar, Mother;1990;Iran;Drama;tt0102369;7.5;nm0368688;Ali Hatami
Mathilukal, The Walls;1990;India;Drama;tt0097851;7.5;nm0329715;Adoor Gopalakrishnan
Night of the Living Dead;1990;USA;Horror;tt0100258;7.75;nm0767741;Tom Savini
Mindwalk;1990;USA;Politics;tt0100151;8.5;nm0003464;Bernt Amadeus Capra
The Two Jakes;1990;USA;Crime;tt0100828;7;nm0000197;Jack Nicholson
Stanno tutti Bene;1990;Italy;Drama;tt0100681;8;nm0868153;Giuseppe Tornatore
State of Grace;1990;USA;Crime;tt0100685;7.25;nm0423333;Phil Joanou
The Juniper Tree;1990;Iceland;Fantasy;tt0138545;7.25;nm0444729;Nietzchka Keene
Il Viaggio di Capitan Fracassa;1990;Italy;Drama;tt0103203;8;nm0778633;Ettore Scola
An Angel at My Table;1990;New Zealand;Drama;tt0099040;8;nm0001005;Jane Campion
Presumed Innocent;1990;USA;Crime;tt0100404;7.5;nm0001587;Alan J. Pakula
I Hired a Contract Killer;1990;Finland;Comedy;tt0099818;7;nm0442454;Aki Kaurismäki
Trust;1990;USA;Drama;tt0103130;7.75;nm0001325;Hal Hartley
La Gloire de mon Père;1990;France;Drama;tt0099669;7.25;nm0002216;Yves Robert
Hidden Agenda;1990;UK;Politics;tt0099768;7.5;nm0516360;Ken Loach
The Nasty Girl;1990;Germany;Politics;tt0100557;7.75;nm0894201;Michael Verhoeven
Reversal of Fortune;1990;USA;Crime;tt0100486;7.5;nm0775447;Barbet Schroeder
Mon Père, le Diable;2021;France;Thriller;tt13892558;7.75;nm3203018;Ellie Foumbi
Crime and Punishment;2002;UK;Drama;tt0307734;7.5;nm0418982;Julian Jarrold
Blind Shaft;2003;China;Drama;tt0351299;7.25;nm1317258;Yang Li
I still didn't do it;2006;Japan;Drama;tt0794350;7.75;nm0839397;Masayuki Suô
A Vida Invisível;2019;Brazil;Drama;tt6390668;7.5;nm0014694;Karim Aïnouz
9;2002;Turkey;Crime;tt0342012;7.25;nm0880928;Ümit Ünal
Monsieur Ibrahim;2003;France;Drama;tt0329388;7.5;nm0243191;François Dupeyron
La Belle Noiseuse;1991;France;Drama;tt0101428;7.5;nm0729626;Jacques Rivette
Rhapsody in August;1991;Japan;Drama;tt0101991;7;nm0000041;Akira Kurosawa
Jungle Fever;1991;USA;Drama;tt0102175;7;nm0000490;Spike Lee
Urga;1991;Russia;Drama;tt0103176;8;nm0586482;Nikita Mikhalkov
Tous les Matins du Monde;1991;France;Drama;tt0103110;9;nm0006734;Alain Corneau
El Rey Pasmado;1991;Spain;Comedy;tt0102788;7;nm0881919;Imanol Uribe
A Scene at the Sea;1991;Japan;Drama;tt0103704;7;nm0001429;Takeshi Kitano
Homicide;1991;USA;Thriller;tt0102048;7;nm0000519;David Mamet
Riff-Raff;1991;UK;Comedy;tt0100491;7.5;nm0516360;Ken Loach
Les Amants du Pont-Neuf;1991;France;Drama;tt0101318;7.5;nm0136021;Leos Carax
Agantuk;1991;India;Drama;tt0101279;7.75;nm0006249;Satyajit Ray
The Rainbow Kids;1991;Japan;Comedy;tt0101648;7.5;nm0645477;Kihachi Okamoto
The Commitments;1991;Ireland;Comedy;tt0101605;8.25;nm0000570;Alan Parker
Histoire Immortelle;1968;France;Drama;tt0063127;7.25;nm0000080;Orson Welles
Simón del Desierto;1965;Mexico;Fantasy;tt0059719;7.75;nm0000320;Luis Buñuel
Flirting;1991;Australia;Drama;tt0101898;8;nm0241090;John Duigan
My Own Private Idaho;1991;USA;Drama;tt0102494;7.25;nm0001814;Gus Van Sant
La Prisonnière;1968;France;Drama;tt0063458;7.75;nm0167241;Henri-Georges Clouzot
Le Couperet;2005;France;Comedy;tt0422015;7.75;nm0002020;Costa-Gavras
Out of the Blue;1980;USA;Drama;tt0081291;7.5;nm0000454;Dennis Hopper
Human Promise;1986;Japan;Drama;tt0169085;7.25;nm0948950;Yoshishige Yoshida
Malcolm X;1992;USA;Historical;tt0104797;8.75;nm0000490;Spike Lee
Pigs;1992;Poland;Crime;tt0105185;7.5;nm0664582;Wladyslaw Pasikowski
Rebels of the Neon God;1992;Taiwan;Drama;tt0103935;7.25;nm0158857;Tsai Ming-liang
Luminous Moss;1992;Japan;Drama;tt0104420;7;nm0474743;Kei Kumai
My Cousin Vinny;1992;USA;Comedy;tt0104952;7.25;nm0528718;Jonathan Lynn
And Life goes on;1992;Iran;Drama;tt0105888;7;nm0452102;Abbas Kiarostami
Chaplin;1992;UK;Drama;tt0103939;7.25;nm0000277;Richard Attenborough
Daens;1992;Belgium;Historical;tt0104046;7.75;nm0174659;Stijn Coninx
Howards End;1992;UK;Drama;tt0104454;7.25;nm0412465;James Ivory
Bitter Moon;1992;UK;Thriller;tt0104779;7.25;nm0000591;Roman Polanski
The Best Intentions;1992;Sweden;Drama;tt0104350;8.5;nm0000806;Bille August
Roja;1992;India;Drama;tt0105271;7.5;nm0711745;Mani Ratnam
One False Move;1992;USA;Crime;tt0102592;8;nm0002083;Carl Franklin
Un Lugar en el Mundo;1992;Argentina;Drama;tt0104774;7.75;nm0034899;Adolfo Aristarain
The Boys of St. Vincent;1992;Canada;Historical;tt0106473;8;nm0808807;John N. Smith
L'Amant;1992;France;Erotic;tt0101316;7;nm0000269;Jean-Jacques Annaud
The Bohemian Life;1992;Finland;Comedy;tt0105750;8;nm0442454;Aki Kaurismäki
Dry Summer;1963;Turkey;Drama;tt0062322;8.75;nm0259499;Metin Erksan
The Herd;1978;Turkey;Drama;tt0078355;7.75;nm0259499;Metin Erksan
Hill of no Return;1992;Taiwan;Drama;tt0108602;7.25;nm0911042;Toon Wang
Iron Monkey;1993;Hong Kong;Action;tt0108148;8;nm0950759;Woo-Ping Yuen
Arizona Dream;1993;USA;Drama;tt0106307;7.25;nm0001437;Emir Kusturica
The Joy Luck Club;1993;USA;Drama;tt0107282;7.5;nm0911061;Wayne Wang
Manichitrathazhu;1993;India;Thriller;tt0214915;7;nm0269778;Fazil
Faraway, so Close;1993;Germany;Drama;tt0107209;7;nm0000694;Wim Wenders
Earth's most Beloved Son;1993;Romania;Drama;tt0106534;8.5;nm0547616;Serban Marinescu
Mâdadayo;1993;Japan;Drama;tt0107474;7.5;nm0000041;Akira Kurosawa
Raining Stones;1993;UK;Drama;tt0107920;7.5;nm0516360;Ken Loach
The Wedding Banquet;1993;Taiwan;Comedy;tt0107156;7.5;nm0000487;Ang Lee
Seopyeonje;1993;South Korea;Drama;tt0108192;7.25;nm0407990;Im Kwon-taek
Caro Diario;1993;Italy;Comedy;tt0109382;7;nm0604335;Nanni Moretti
King of the Hill;1993;USA;Drama;tt0107322;7.25;nm0001752;Steven Soderbergh
A Borrowed Life;1994;Taiwan;Drama;tt0109691;7;nm0943150;Nien-Jen Wu
Vidheyan;1994;India;Drama;tt0108490;7.5;nm0329715;Adoor Gopalakrishnan
Clerks;1994;USA;Comedy;tt0109445;8;nm0003620;Kevin Smith
Legends of the Fall;1994;USA;Drama;tt0110322;7;nm0001880;Edward Zwick
Mahanadhi;1994;India;Drama;tt0140348;7.75;nm0080248;Santhana Bharathi
Back to Back, Face to Face;1994;China;Politics;tt0109235;8.25;nm0399003;Jianxin Huang
Paradise: Love;2012;Austria;Drama;tt1403214;7.25;nm0782430;Ulrich Seidl
L'enfer;1994;France;Drama;tt0109731;7.5;nm0001031;Claude Chabrol
Fresh;1994;USA;Crime;tt0109842;7.75;nm0945026;Boaz Yakin
Faust;1994;Czech Republic;Fantasy;tt0109781;7;nm0840905;Jan Svankmajer
Nobody's Fool;1994;USA;Drama;tt0110684;7;nm0000914;Robert Benton
Paradise: Faith;2012;Austria;Drama;tt1403214;7.5;nm0782430;Ulrich Seidl
Paradise: Hope;2013;Austria;Drama;tt1403214;7.25;nm0782430;Ulrich Seidl
Baasha;1995;India;Crime;tt0139876;7.25;nm0471452;Suresh Krishna
Deep River;1995;Japan;Drama;tt0113129;7.5;nm0474743;Kei Kumai
La Cérémonie;1995;France;Crime;tt0112769;7.5;nm0001031;Claude Chabrol
Bombay;1995;India;Drama;tt0112553;8.25;nm0711745;Mani Ratnam
Summer Snow;1995;Hong Kong;Comedy;tt0111767;7;nm0401176;Ann Hui
The Cure;1995;USA;Drama;tt0112757;7.25;nm0005022;Peter Horton
Tokyo Fist;1995;Japan;Horror;tt0114690;7.5;nm0875354;Shin'ya Tsukamoto
Shanghai Triad;1995;China;Crime;tt0115012;7.5;nm0955443;Yimou Zhang
Sense and Sensibility;1995;UK;Drama;tt0114388;8;nm0000487;Ang Lee
Cyclo;1995;Vietnam;Drama;tt0112767;7.5;nm0870841;Anh Hung Tran
Clockers;1995;USA;Crime;tt0112688;8.5;nm0000490;Spike Lee
Fallen Angels;1995;Hong Kong;Comedy;tt0112913;7;nm0939182;Kar-Wai Wong
Terra Estrangeira;1995;Brazil;Crime;tt0114651;7;nm0758574;Walter Salles
White Balloon;1995;Iran;Drama;tt0112445;7;nm0070159;Jafar Panahi
Strange Days;1995;USA;Thriller;tt0114558;7;nm0000941;Kathryn Bigelow
Whisper of the Heart;1995;Japan;Drama;tt0113824;8;nm0464911;Yoshifumi Kondô
Limbo;2021;China;Crime;tt14032696;7.75;nm1110912;Soi Cheang
Bad Guy;2001;South Korea;Crime;tt0307213;7.5;nm1104118;Ki-duk Kim
A Time For Drunken Horses;2000;Iran;Drama;tt0259072;7;nm0315842;Bahman Ghobadi
Ebola Syndrome;1996;Hong Kong;Comedy;tt0116163;7;nm0946875;Herman Yau
Kaalapani;1996;India;Drama;tt0255289;7.25;nm0698184;Priyadarshan
The Deathmaker;1996;Germany;Historical;tt0114704;7;nm0439732;Romuald Karmakar
Some Like it Hot;1959;USA;Comedy;tt0053291;8.25;nm0000697;Billy Wilder
Singin' in the Rain;1952;USA;Musical;tt0045152;9;nm0002045;Stanley Donen
On the Waterfront;1954;USA;Drama;tt0047296;8.75;nm0001415;Elia Kazan
Lone Star;1996;USA;Drama;tt0116905;8.25;nm0000626;John Sayles
Conte d'été;1996;France;Drama;tt0115940;7.5;nm0006445;Éric Rohmer
A Moment of Innocence;1996;Iran;Drama;tt0117214;7.75;nm0538532;Mohsen Makhmalbaf
Comrades, Almost a Love Story;1996;Hong Kong;Drama;tt0117905;8;nm0151066;Peter Ho-Sun Chan
La Promesse;1996;Belgium;Drama;tt0117398;8.25;nm0201094;Jean-Pierre Dardenne
Drifting Clouds;1996;Finland;Comedy;tt0116752;7.5;nm0442454;Aki Kaurismäki
Shall we Dance?;1996;Japan;Comedy;tt0117615;9;nm0839397;Masayuki Suô
Shine;1996;Australia;Drama;tt0117631;7.5;nm0382956;Scott Hicks
The Traveler;1974;Iran;Drama;tt0071859;7.25;nm0452102;Abbas Kiarostami
The Scent of Green Papaya;1993;Vietnam;Drama;tt0107617;7.25;nm0870841;Anh Hung Tran
Chungking Express;1994;Hong Kong;Comedy;tt0109424;7.5;nm0939182;Kar-Wai Wong
In the Mood for Love;2000;Hong Kong;Drama;tt0118694;8;nm0939182;Kar-Wai Wong
Thief;1997;Russia;Drama;tt0124207;7.5;nm0161056;Pavel Chukhray
The Eel;1997;Japan;Drama;tt0120408;7.5;nm0408076;Shôhei Imamura
Men with Guns;1997;Mexico;Politics;tt0119657;8;nm0000626;John Sayles
The Apostle;1997;USA;Drama;tt0118632;8.5;nm0000380;Robert Duvall
The Full Monty;1997;UK;Comedy;tt0119164;7.5;nm0146341;Peter Cattaneo
In the Company of Men;1997;USA;Drama;tt0119361;7.5;nm0001438;Neil LaBute
Karakter;1997;Netherlands;Drama;tt0119448;7.5;nm0226016;Mike van Diem
Kiler;1997;Poland;Comedy;tt0127626;7.5;nm0532702;Juliusz Machulski
The Grandmaster;1997;Hong Kong;Drama;tt1462900;7.75;nm0939182;Kar-Wai Wong
Career Girls;1997;UK;Comedy;tt0118818;7.25;nm0005139;Mike Leigh
O Que é isso, Companheiro?;1997;Brazil;Politics;tt0119815;8.25;nm0000853;Bruno Barreto
The Rainmaker;1997;USA;Drama;tt0119978;7.5;nm0000338;Francis Ford Coppola
La Civil;2021;Mexico;Drama;tt13827606;8.25;nm0586118;Teodora Mihai
The Boxer;1997;Ireland;Drama;tt0118760;7.25;nm0006487;Jim Sheridan
Eve's Bayou;1997;USA;Drama;tt0119080;7;nm0501435;Kasi Lemmons
Citizen X;1995;USA;Crime;tt0112681;7;nm0314665;Chris Gerolmo
The Sweet Hereafter;1997;USA;Drama;tt0120255;7.75;nm0000382;Atom Egoyan
Wilde;1997;UK;Historical;tt0120514;7.5;nm0317981;Brian Gilbert
Kundun;1997;USA;Historical;tt0119485;7.5;nm0000217;Martin Scorsese
Fist of Legend;1994;Hong Kong;Action;tt0110200;7.5;nm0150906;Gordon Chan
Following;1998;UK;Crime;tt0154506;7.75;nm0634240;Christopher Nolan
Kirikou et la Sorcière;1998;France;Fantasy;tt0181627;7.25;nm0643664;Michel Ocelot
The Long Riders;1980;USA;Western;tt0081071;7;nm0001353;Walter Hill
Satya;1998;India;Crime;tt0195231;8;nm0890060;Ram Gopal Varma
Fucking Åmål;1998;Sweden;Drama;tt0150662;8;nm0600546;Lukas Moodysson
Pleasantville;1998;USA;Fantasy;tt0120789;8.25;nm0002657;Gary Ross
Christmas in August;1998;South Korea;Drama;tt0140825;7;nm0403297;Hur Jin-ho
JCVD;2008;Belgium;Action;tt1130988;7.75;nm1333798;Mabrouk El Mechri
Conte d'automne;1998;France;Drama;tt0137439;7.5;nm0006445;Éric Rohmer
My Name is Joe;1998;UK;Drama;tt0151691;7.5;nm0516360;Ken Loach
Rounders;1998;USA;Crime;tt0128442;7;nm0001093;John Dahl
Buffalo '66;1998;USA;Comedy;tt0118789;7.25;nm0001252;Vincent Gallo
The Virgin Suicides;1999;USA;Drama;tt0159097;7.5;nm0001068;Sofia Coppola
Shower;1999;China;Comedy;tt0215369;8;nm0955434;Yang Zhang
Dlug, The Debt;1999;Poland;Crime;tt0225535;8.25;nm0470377;Krzysztof Krauze
The Mission;1999;Hong Kong;Crime;tt0220644;7;nm0864775;Johnnie To
After the Rain;1999;Japan;Samurai;tt0181960;7.75;nm0463596;Takashi Koizumi
Bleeder;1999;Denmark;Crime;tt0161292;7.25;nm0716347;Nicolas Winding Refn
